,Batch,Classifier,FPS,Memory,Method,Run,Time
221,1.0,LR,0.01401541695865452,176.0,CA-LBF I,2.0,7.957244809732398e-05
222,2.0,LR,0.012009435985417113,176.0,CA-LBF I,2.0,7.1179322681981e-05
223,3.0,LR,0.013473350505250644,176.0,CA-LBF I,2.0,7.307331591720897e-05
224,4.0,LR,0.013794371896266323,176.0,CA-LBF I,2.0,8.287024201199227e-05
225,5.0,LR,0.014209895565827768,208.0,CA-LBF I,2.0,8.188441581251215e-05
226,6.0,LR,0.013143131912165412,208.0,CA-LBF I,2.0,9.21068964777766e-05
227,7.0,LR,0.025015069318866788,208.0,CA-LBF I,2.0,0.00010489277433209013
228,8.0,LR,0.018894729364966615,208.0,CA-LBF I,2.0,0.00010861131108971991
229,9.0,LR,0.020746328977502358,272.0,CA-LBF I,2.0,0.00013535929816676275
230,10.0,LR,0.018414322250639385,272.0,CA-LBF I,2.0,0.00013253445932622263
231,0.0,LR,0.0028154594317890964,144.0,CA-LBF II,2.0,3.0842005649459694e-05
232,1.0,LR,0.01401541695865452,176.0,CA-LBF II,2.0,6.358999434348459e-05
233,2.0,LR,0.018657516620201587,176.0,CA-LBF II,2.0,6.993924928403989e-05
234,3.0,LR,0.023578363384188627,176.0,CA-LBF II,2.0,7.861184875994797e-05
235,4.0,LR,0.030163693213169026,176.0,CA-LBF II,2.0,8.645591894126038e-05
236,5.0,LR,0.035096730011984247,208.0,CA-LBF II,2.0,8.575253466847527e-05
237,6.0,LR,0.037025164289148906,208.0,CA-LBF II,2.0,0.00010047930441874229
238,7.0,LR,0.04792043399638336,208.0,CA-LBF II,2.0,0.00010440552804673289
239,8.0,LR,0.05228015343088507,208.0,CA-LBF II,2.0,0.00010810175953188953
240,9.0,LR,0.05617674794557456,272.0,CA-LBF II,2.0,0.00012873661493313288
241,10.0,LR,0.058695652173913045,272.0,CA-LBF II,2.0,0.0001289368667126693
242,0.0,LR,0.0,28544.0,IA-LBF,2.0,3.185881261142243e-05
243,1.0,LR,0.0,32000.0,IA-LBF,2.0,1.0791161248298107e-05
244,2.0,LR,0.0,35904.0,IA-LBF,2.0,9.77268852138915e-06
245,3.0,LR,0.0,40544.0,IA-LBF,2.0,9.584723666495802e-06
246,4.0,LR,0.0,43744.0,IA-LBF,2.0,9.201374291384369e-06
247,5.0,LR,0.0,46144.0,IA-LBF,2.0,7.746130599025868e-06
248,6.0,LR,0.0,48432.0,IA-LBF,2.0,8.298552705443575e-06
249,7.0,LR,0.0,50736.0,IA-LBF,2.0,8.320362305195068e-06
250,8.0,LR,0.0,52368.0,IA-LBF,2.0,7.799905947488956e-06
251,9.0,LR,0.0001347164219318335,54864.0,IA-LBF,2.0,9.51542923703263e-06
252,10.0,LR,0.0001278772378516624,57168.0,IA-LBF,2.0,8.622226992664614e-06
253,0.0,LR,0.0028154594317890964,144.0,LBF,2.0,1.0349099386023088e-05
254,1.0,LR,0.004438215370240598,144.0,LBF,2.0,1.0285634717505997e-05
255,2.0,LR,0.0055758095646579455,144.0,LBF,2.0,9.273592367211812e-06
256,3.0,LR,0.006736675252625322,144.0,LBF,2.0,9.057432784084462e-06
257,4.0,LR,0.008460548096376677,144.0,LBF,2.0,8.469795290365259e-06
258,5.0,LR,0.009416195856873822,144.0,LBF,2.0,7.240109423878777e-06
259,6.0,LR,0.010258054175348613,144.0,LBF,2.0,7.756782420707591e-06
260,7.0,LR,0.011151295961422544,144.0,LBF,2.0,8.117632162050497e-06
261,8.0,LR,0.01235971018610598,144.0,LBF,2.0,7.446491296970423e-06
262,9.0,LR,0.01508823925636535,144.0,LBF,2.0,9.329551966423304e-06
263,10.0,LR,0.017135549872122763,144.0,LBF,2.0,7.998670708860528e-06
264,0.0,SVM,0.003069053708439898,144.0,CA-LBF I,3.0,2.2354749875648e-05
265,1.0,SVM,0.04329608938547486,176.0,CA-LBF I,3.0,2.361580543992925e-05
266,2.0,SVM,0.032017075773746,176.0,CA-LBF I,3.0,2.758334781124384e-05
267,3.0,SVM,0.20189461219656601,176.0,CA-LBF I,3.0,2.880314079063067e-05
268,4.0,SVM,0.010256410256410256,176.0,CA-LBF I,3.0,4.7183135733070215e-05
269,5.0,SVM,0.034370725034199724,208.0,CA-LBF I,3.0,5.667090910598945e-05
270,6.0,SVM,0.07552918537524055,208.0,CA-LBF I,3.0,5.466179639534742e-05
271,7.0,SVM,0.010691160969733474,208.0,CA-LBF I,3.0,6.125622628384469e-05
272,8.0,SVM,0.05126744517231558,208.0,CA-LBF I,3.0,7.664289890852391e-05
273,9.0,SVM,0.02919413426611059,272.0,CA-LBF I,3.0,6.632497553518061e-05
274,10.0,SVM,0.02237851662404092,272.0,CA-LBF I,3.0,0.00010082280561482832
275,0.0,SVM,0.003069053708439898,144.0,CA-LBF II,3.0,2.1063278768664207e-05
276,1.0,SVM,0.0034916201117318434,176.0,CA-LBF II,3.0,2.2782329701783747e-05
277,2.0,SVM,0.024759871931696906,176.0,CA-LBF II,3.0,3.278403855952979e-05
278,3.0,SVM,0.02664298401420959,176.0,CA-LBF II,3.0,4.236975151473556e-05
279,4.0,SVM,0.14523809523809525,176.0,CA-LBF II,3.0,4.617505053761589e-05
280,5.0,SVM,0.1475718194254446,208.0,CA-LBF II,3.0,5.519241712894677e-05
281,6.0,SVM,0.1507376523412444,208.0,CA-LBF II,3.0,6.113230810343847e-05
282,7.0,SVM,0.17271495256738442,208.0,CA-LBF II,3.0,5.573889321943826e-05
283,8.0,SVM,0.19823412133295357,208.0,CA-LBF II,3.0,7.711626635767566e-05
284,9.0,SVM,0.20543522131037267,272.0,CA-LBF II,3.0,5.695081302381107e-05
285,10.0,SVM,0.20690537084398977,272.0,CA-LBF II,3.0,8.694149104572384e-05
286,0.0,SVM,0.0,28320.0,IA-LBF,3.0,2.689237782764534e-05
287,1.0,SVM,0.0,31568.0,IA-LBF,3.0,1.0220341662648308e-05
288,2.0,SVM,0.0,35552.0,IA-LBF,3.0,9.490741239049128e-06
289,3.0,SVM,0.0,40032.0,IA-LBF,3.0,1.0181759402959673e-05
290,4.0,SVM,0.0,42416.0,IA-LBF,3.0,9.520419900348077e-06
291,5.0,SVM,0.0,45248.0,IA-LBF,3.0,1.0231718482812905e-05
292,6.0,SVM,0.0,48080.0,IA-LBF,3.0,9.87974868742691e-06
293,7.0,SVM,0.0,49680.0,IA-LBF,3.0,8.040802890198642e-06
294,8.0,SVM,0.0,52048.0,IA-LBF,3.0,1.0484469407809252e-05
295,9.0,SVM,0.0,54320.0,IA-LBF,3.0,7.57239216826314e-06
296,10.0,SVM,0.0001278772378516624,57168.0,IA-LBF,3.0,9.892140505467532e-06
297,0.0,SVM,0.003069053708439898,144.0,LBF,3.0,1.1058314195674528e-05
298,1.0,SVM,0.0034916201117318434,144.0,LBF,3.0,9.466009021300004e-06
299,2.0,SVM,0.004055496264674493,144.0,LBF,3.0,9.104918642162781e-06
300,3.0,SVM,0.0053285968028419185,144.0,LBF,3.0,9.848369107701471e-06
