,Batch,FPS,Memory,Method,Run,Time
257,4.0,0.0015503875968992248,144.0,LBF,6.0,1.8840279084085766e-05
258,5.0,0.0014619883040935672,144.0,LBF,6.0,2.345361344801272e-05
259,6.0,0.0013698630136986301,144.0,LBF,6.0,2.033202374567751e-05
260,7.0,0.0012853470437017994,144.0,LBF,6.0,2.114327399285285e-05
261,8.0,0.0012099213551119178,144.0,LBF,6.0,1.9152085859696945e-05
262,9.0,0.0017055144968732233,144.0,LBF,6.0,1.7137317867069453e-05
263,10.0,0.0016224986479177934,144.0,LBF,6.0,2.066774682684259e-05
264,0.0,0.002176278563656148,144.0,CA-LBF I,7.0,2.240246289396939e-05
265,1.0,0.01990049751243781,176.0,CA-LBF I,7.0,9.266665724457288e-05
266,2.0,0.0027347310847766638,176.0,CA-LBF I,7.0,5.587593453829406e-05
267,3.0,0.0025167785234899327,176.0,CA-LBF I,7.0,3.088888574819096e-05
268,4.0,0.001564945226917058,176.0,CA-LBF I,7.0,6.893163170319437e-05
269,5.0,0.0014619883040935672,208.0,CA-LBF I,7.0,2.696735611378821e-05
270,6.0,0.005460750853242321,208.0,CA-LBF I,7.0,2.8938543601114243e-05
271,7.0,0.0012763241863433313,208.0,CA-LBF I,7.0,3.318210224528889e-05
272,8.0,0.0012012012012012011,208.0,CA-LBF I,7.0,2.5340488978794644e-05
273,9.0,0.004568817818389492,272.0,CA-LBF I,7.0,3.7958333780477336e-05
274,10.0,0.007030827474310438,272.0,CA-LBF I,7.0,2.6875799828833277e-05
275,0.0,0.002176278563656148,144.0,CA-LBF II,7.0,2.4212484490381527e-05
276,1.0,0.001990049751243781,176.0,CA-LBF II,7.0,5.925418249244899e-05
277,2.0,0.0018231540565177757,176.0,CA-LBF II,7.0,9.141072549455153e-05
278,3.0,0.0025167785234899327,176.0,CA-LBF II,7.0,0.00010893644530916475
279,4.0,0.003129890453834116,176.0,CA-LBF II,7.0,0.00014072037785431074
280,5.0,0.0043859649122807015,208.0,CA-LBF II,7.0,0.00014642939541509244
281,6.0,0.0061433447098976105,208.0,CA-LBF II,7.0,0.00015516750148085296
282,7.0,0.008296107211231652,208.0,CA-LBF II,7.0,0.00022058041541130988
283,8.0,0.012012012012012012,208.0,CA-LBF II,7.0,0.00017378094432118175
284,9.0,0.014848657909765849,272.0,CA-LBF II,7.0,0.0002048552691281497
285,10.0,0.01568415359653867,272.0,CA-LBF II,7.0,0.00018207843487079328
286,0.0,0,63472.0,IA-LBF,7.0,2.3715659363629068e-05
287,1.0,0,70344.0,IA-LBF,7.0,2.501571113294591e-05
288,2.0,0,77348.0,IA-LBF,7.0,2.3415831268810834e-05
289,3.0,0,83696.0,IA-LBF,7.0,2.2740963378239198e-05
290,4.0,0,90644.0,IA-LBF,7.0,2.4912787265464907e-05
291,5.0,0.005116959064327485,97452.0,IA-LBF,7.0,2.4009923465916366e-05
292,6.0,0.004095563139931741,102552.0,IA-LBF,7.0,2.2225041207068605e-05
293,7.0,0.0038289725590299937,108696.0,IA-LBF,7.0,2.0859005687000988e-05
294,8.0,0.004204204204204204,115056.0,IA-LBF,7.0,2.1933199285150883e-05
295,9.0,0.004568817818389492,122216.0,IA-LBF,7.0,2.5894615676376847e-05
296,10.0,0.004326663061114116,127360.0,IA-LBF,7.0,2.1883419581821988e-05
297,0.0,0.002176278563656148,144.0,LBF,7.0,2.2279269074740477e-05
298,1.0,0.001990049751243781,144.0,LBF,7.0,2.3654249847912396e-05
299,2.0,0.0018231540565177757,144.0,LBF,7.0,2.2208104368116036e-05
300,3.0,0.0025167785234899327,144.0,LBF,7.0,2.1503271300936005e-05
301,4.0,0.003129890453834116,144.0,LBF,7.0,2.3613862001179345e-05
302,5.0,0.0043859649122807015,144.0,LBF,7.0,2.2773534222378757e-05
303,6.0,0.0061433447098976105,144.0,LBF,7.0,2.1297423565974002e-05
304,7.0,0.008296107211231652,144.0,LBF,7.0,1.9694422627543355e-05
305,8.0,0.012012012012012012,144.0,LBF,7.0,2.0785646124200508e-05
306,9.0,0.014848657909765849,144.0,LBF,7.0,2.3777668292705828e-05
307,10.0,0.01568415359653867,144.0,LBF,7.0,2.078695611639337e-05
308,0.0,0.0,144.0,CA-LBF I,8.0,2.1756185244207512e-05
309,1.0,0.0009689922480620155,176.0,CA-LBF I,8.0,6.348057522799799e-05
310,2.0,0.029464285714285714,176.0,CA-LBF I,8.0,4.6998425259616204e-05
311,3.0,0.011608623548922056,176.0,CA-LBF I,8.0,5.3980311409371795e-05
312,4.0,0.01614142966948501,176.0,CA-LBF I,8.0,5.2534165929575434e-05
313,5.0,0.000722543352601156,208.0,CA-LBF I,8.0,7.002210356498676e-05
314,6.0,0.002704530087897228,208.0,CA-LBF I,8.0,5.16234851274334e-05
315,7.0,0.01597444089456869,208.0,CA-LBF I,8.0,5.437777592585637e-05
316,8.0,0.0018159806295399517,208.0,CA-LBF I,8.0,6.235431838821578e-05
317,9.0,0.010256410256410256,272.0,CA-LBF I,8.0,6.297001471886269e-05
318,10.0,0.0037858301784748512,272.0,CA-LBF I,8.0,8.551498035808186e-05
319,0.0,0.0,144.0,CA-LBF II,8.0,2.1762586619755992e-05
320,1.0,0.0,176.0,CA-LBF II,8.0,6.685752034838734e-05
321,2.0,0.004464285714285714,176.0,CA-LBF II,8.0,8.184271432011506e-05
322,3.0,0.004975124378109453,176.0,CA-LBF II,8.0,0.00010729226909699987
323,4.0,0.019984627209838585,176.0,CA-LBF II,8.0,0.0001514479110801155
324,5.0,0.022398843930635837,208.0,CA-LBF II,8.0,0.00013423096286794528
325,6.0,0.02231237322515213,208.0,CA-LBF II,8.0,0.00013449413528859289
326,7.0,0.02428115015974441,208.0,CA-LBF II,8.0,0.00013004292498578081
327,8.0,0.024818401937046004,208.0,CA-LBF II,8.0,0.000143455935048533
328,9.0,0.02735042735042735,272.0,CA-LBF II,8.0,0.00012914296034928206
329,10.0,0.030827474310438075,272.0,CA-LBF II,8.0,0.00014188656440147987
330,0.0,0,63472.0,IA-LBF,8.0,2.3640802461807043e-05
331,1.0,0,69836.0,IA-LBF,8.0,2.2725329373052212e-05
332,2.0,0,76676.0,IA-LBF,8.0,2.4356477247561262e-05
333,3.0,0,83244.0,IA-LBF,8.0,2.4765567049954105e-05
334,4.0,0,89060.0,IA-LBF,8.0,2.2575503490010246e-05
335,5.0,0.002167630057803468,96436.0,IA-LBF,8.0,2.5617620332644937e-05
336,6.0,0.002028397565922921,102936.0,IA-LBF,8.0,2.258201765883816e-05
337,7.0,0.003194888178913738,109868.0,IA-LBF,8.0,2.528677929888715e-05
338,8.0,0.004842615012106538,116024.0,IA-LBF,8.0,2.4664533007275926e-05
339,9.0,0.004558404558404558,121772.0,IA-LBF,8.0,2.0538057599748883e-05
