,Batch,Classifier,FPS,Memory,Method,Run,Time
67,1.0,SVM,1.0,176.0,LBF,1.0,0.0002291701180594308
68,2.0,SVM,1.0,176.0,LBF,1.0,0.00012423324584960938
69,3.0,SVM,1.0,176.0,LBF,1.0,9.67411994934082e-05
70,4.0,SVM,1.0,176.0,LBF,1.0,0.00020324059895106725
71,5.0,SVM,1.0,208.0,LBF,1.0,0.00014520781380789621
72,6.0,SVM,1.0,208.0,LBF,1.0,0.0001237762314932687
73,7.0,SVM,1.0,208.0,LBF,1.0,0.0001871061325073242
74,8.0,SVM,1.0,208.0,LBF,1.0,0.00015980379922049385
75,9.0,SVM,1.0,272.0,LBF,1.0,0.0001500203950064523
76,10.0,SVM,1.0,272.0,LBF,1.0,0.00017540420804704939
77,0.0,SVM,1.0,144.0,CA-LBF I,1.0,0.0006033401148659842
78,1.0,SVM,1.0,144.0,CA-LBF I,1.0,2.500697544642857e-05
79,2.0,SVM,1.0,144.0,CA-LBF I,1.0,2.6233196258544922e-05
80,3.0,SVM,1.0,144.0,CA-LBF I,1.0,2.4706568036760604e-05
81,4.0,SVM,1.0,144.0,CA-LBF I,1.0,2.493231637137277e-05
82,5.0,SVM,1.0,144.0,CA-LBF I,1.0,2.5466237749372208e-05
83,6.0,SVM,1.0,144.0,CA-LBF I,1.0,2.5462218693324498e-05
84,7.0,SVM,1.0,144.0,CA-LBF I,1.0,2.6367119380405972e-05
85,8.0,SVM,1.0,144.0,CA-LBF I,1.0,2.5396483285086496e-05
86,9.0,SVM,1.0,144.0,CA-LBF I,1.0,2.5779179164341517e-05
87,10.0,SVM,1.0,144.0,CA-LBF I,1.0,2.548973900931222e-05
88,0.0,NN,0.0021799888205701508,108.0,IA-LBF,1.0,0.001694718531199864
89,1.0,NN,0.020414381474710544,704.0,IA-LBF,1.0,0.00015074641363961355
90,2.0,NN,0.026924871675221652,1488.0,IA-LBF,1.0,0.0001572845322745187
91,3.0,NN,0.031603388227200414,2460.0,IA-LBF,1.0,0.0001558666910443987
92,4.0,NN,0.033677826104305496,3244.0,IA-LBF,1.0,0.0001708094733101981
93,5.0,NN,0.032039341330750315,4180.0,IA-LBF,1.0,0.00015547384534563336
94,6.0,NN,0.03150019228752229,4992.0,IA-LBF,1.0,0.0001562633514404297
95,7.0,NN,0.02913196616083479,6080.0,IA-LBF,1.0,0.00015482303074428015
96,8.0,NN,0.03280521901211556,6604.0,IA-LBF,1.0,0.0002006300517490932
97,9.0,NN,0.03595618116496849,7392.0,IA-LBF,1.0,0.0001829115322657994
98,10.0,NN,0.0360710787743109,8420.0,IA-LBF,1.0,0.00016279840469360352
99,0.0,NN,0.00016769144773616545,144.0,CA-LBF II,1.0,0.007608953210285731
100,1.0,NN,0.009902498476538697,176.0,CA-LBF II,1.0,0.0004540737697056362
101,2.0,NN,0.010965935604293047,176.0,CA-LBF II,1.0,0.0004463674000331334
102,3.0,NN,0.010190480285505439,176.0,CA-LBF II,1.0,0.00045015927723475864
103,4.0,NN,0.009377119827620605,176.0,CA-LBF II,1.0,0.000456439767565046
